Factor	ASV	edge	sig	core_group	Category	Correlation
Wind_low_Week2	1247d122ff1c37abfe95ea4d77b70ed8	0.276130041	0.010462209	Microtrichales	Climatic_conditions	Positive
Wind_low_Week2	18226a63b53ac581fe92baa1d4dd63b7	0.276130041	0.010462209	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	1846d8a229d7787a50917eeebc8833e7	0.276130041	0.010462209	Microtrichales	Climatic_conditions	Positive
Wind_low_Week2	18b2190eed1f3e21d91394cbfc93031a	0.276130041	0.010462209	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	1dcebae64ec737757a6798cf76e5cb53	0.276130041	0.010462209	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	1e3671114642b5e99ea793efca04cd57	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	331880b03ce728cca0c7913c29e6719a	0.276130041	0.010462209	Helotiales	Climatic_conditions	Positive
Wind_low_Week2	3781d157d7d9b40ff4d6d32c3a46519e	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	399a826a933845872dfa2fa5597704f0	0.276130041	0.010462209	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	39ad904f3a2bedef8a233a5e3c4c8102	0.276130041	0.010462209	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	4989b1bc9bd2d7e488221460b081345b	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	4bad912450c585c21b985f6ceae4e935	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	4d43b2c5ae02c189d25fe365be979811	0.276130041	0.010462209	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	4e548f01b9901c2b4a0046b5b7c704f0	0.276130041	0.010462209	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	4f729fff249d483fd51ce1ffa1bf8aca	0.276130041	0.010462209	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	52ced0e8525a6c5097fa489494f2bc61	0.276130041	0.010462209	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	5544926be18735403ae04188f1f48e97	0.276130041	0.010462209	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week2	5917cbad802bb6ef6f54bb84f5142ffe	0.276130041	0.010462209	Hypocreales	Climatic_conditions	Positive
Wind_low_Week2	596bce195ebe0ed90a5c40cc96b91765	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	59acff9f66865ebfba0af8e43e7f2724	0.276130041	0.010462209	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	5a6706567c62b6586568343dcef606d2	0.276130041	0.010462209	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	61606e069a37682200cccbd606cce1a5	0.276130041	0.010462209	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	6371528580c6f38100f62fd4eaa6818a	0.276130041	0.010462209	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	64252886d7d93c97503a00d0ebf4d481	0.276130041	0.010462209	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	6454fe3cf224b53af935e36cc06dc1d7	0.276130041	0.010462209	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	653fc1516cb42560509b431632521af1	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	6590db1bd1aa7b095d0d57eac3c6198d	0.276130041	0.010462209	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	65ed3bc75a3d61688453226e2356b534	0.276130041	0.010462209	Xylariales	Climatic_conditions	Positive
Wind_low_Week2	66d31e4779f3cf534adaac39aedd6a57	0.276130041	0.010462209	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	683ed3fd4b10cd1ee1c878d294878c14	0.276130041	0.010462209	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	69f6fa2ffc05bb3b16a1860f896fe7d8	0.276130041	0.010462209	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	6a49f8465c62e67ee7a5a87211609ca0	0.276130041	0.010462209	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	6d31bdbebf9d3dbc717d37145e66e3d7	0.276130041	0.010462209	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	6e0914d09232fe39564e859427c1cf8c	0.276130041	0.010462209	Microtrichales	Climatic_conditions	Positive
Wind_low_Week2	6f30acbe44f69580c2bf071b9f9748da	0.276130041	0.010462209	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	6f34f72d5437ae02ab373f2f8f91c6ec	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	703b38aa2d02cd4eecd3cc5b00369dd0	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	74741608aee981c7631e4f511f641b61	0.276130041	0.010462209	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	74b463caf45046fd89afd674f8200987	0.276130041	0.010462209	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	752361cf7be7b1a19443e5428f58bcda	0.276130041	0.010462209	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	77219006bc436c857d145471fa2ccdc9	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	77ee9262592b44b0818bcea70fde779b	0.276130041	0.010462209	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	7c2145d2713ad85ed6780e7d749a72df	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	7c336f68212c67148215bccd3ff5b509	0.276130041	0.010462209	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	7c792652779b5d320fb4140991e20da7	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	7ede10fe3ae8815b0c9e62593adb8eb1	0.276130041	0.010462209	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	7fb147efe2fd1a6b53161ac612c2b9b3	0.276130041	0.010462209	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	819b15cb0c13c5b0e09aa0285df10b4c	0.276130041	0.010462209	Helotiales	Climatic_conditions	Positive
Wind_low_Week2	97e5c02baaab5a2e0571420d2e8c9856	0.276130041	0.010462209	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week2	9e1cbb4f49421900d2a56443d657f0fa	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	a0368b372a8a6f424bcda1d9120de97f	0.276130041	0.010462209	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	a35ce51627665854365ab8180ca085a3	0.276130041	0.010462209	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	a4748e1ac1462a6e1d94536a388779dd	0.276130041	0.010462209	Microtrichales	Climatic_conditions	Positive
Wind_low_Week2	a47c9807c8ba0741ffe53e8b89c03699	0.276130041	0.010462209	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	a4ad9144918517afecc2c24734faf0a6	0.276130041	0.010462209	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	a5e38a74e2629bf9a90c1fe474d93838	0.276130041	0.010462209	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	ab5d92a2f05b7d575437116a41eb5b8f	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	ae962601ff59b9eb0ddc06f336b6c14f	0.276130041	0.010462209	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	b265740ae7efde63c1e38e769106bcab	0.276130041	0.010462209	Microtrichales	Climatic_conditions	Positive
Wind_low_Week2	b9a1a608285e8de67fde5cc7240f5e65	0.276130041	0.010462209	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	bba0fd5bf6f5fb43ee7b6ec29eb32968	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	bcec04e79d7a5bc0a2819f0ff3eba166	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	bcf0afc3c50c834e5deced03268c31b1	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	bedfc9346cd98301205a1c25ca845d91	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	bf4f030fe472da358e75eca8521bd02b	0.276130041	0.010462209	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	c3865611cbff2c05aa1fea325cd340d4	0.276130041	0.010462209	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	c5f4303f64c2968d7e68f10a6660ac0e	0.276130041	0.010462209	Microtrichales	Climatic_conditions	Positive
Wind_low_Week2	c80738dde5cd5ae2916cc963daedbb97	0.276130041	0.010462209	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week2	c8113a9be7b20be3571eda4823da8cb8	0.276130041	0.010462209	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	cae46347e68bfdacb520eb63c23bba61	0.276130041	0.010462209	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	cb90cfbcf1a1823e749e83d524edf758	0.276130041	0.010462209	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	cc0c8cee65ac6e916fcf9c96f772948e	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	d09721eec31b4566ec42a7133d0c9460	0.276130041	0.010462209	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	d0f1bd49687409c8a10ee9b93def4b36	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	d1369359047d9ce85c828e48d2e90c8b	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	d20eff1fb5813bde2a90b6e3f9c790c9	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	d346cb8b9eec748c5aabdd01724ecb92	0.276130041	0.010462209	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	d6d5e1cbd3a4cd6ea404a702223b461a	0.276130041	0.010462209	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	d7369d5d73deb39e5881418bbcb42e71	0.276130041	0.010462209	Helotiales	Climatic_conditions	Positive
Wind_low_Week2	d781aa6b453592ae9b295d60bbc7875f	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	de0342eb00cd747e3c3cc7d70a5ae54b	0.276130041	0.010462209	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	dfb5b2e970bbcedb14f8a19b012020c0	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	e36b9fb0935c5a3ecd9fe0c59a44833b	0.276130041	0.010462209	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	e4eb56c061a3c9febb9492d71e6019d0	0.276130041	0.010462209	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	e6a720d133d7c8f0fdb3bfb4aaf4f2b7	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	e76ff8cd39c104a4bc9aa78c1fd1a1ef	0.276130041	0.010462209	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	e861497c1ce09d153ae13181dbc24add	0.276130041	0.010462209	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	edb4f969f89feae7f44fecf54e2fa779	0.276130041	0.010462209	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	f0345097b4f295a7cc7565850b7e8a56	0.276130041	0.010462209	Microtrichales	Climatic_conditions	Positive
Wind_low_Week2	f07720fcc542867c09c3ea5d37a19734	0.276130041	0.010462209	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	f1d86e0f853cd1500b4d20feb0577577	0.276130041	0.010462209	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	f64549a2865f40e58ceeb2fc6219e0be	0.276130041	0.010462209	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	f9aa998ce191ee2a77e9b027c8f27ca5	0.276130041	0.010462209	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	ffba34347e571c07ba0b90f8f89bec47	0.276130041	0.010462209	Microtrichales	Climatic_conditions	Positive
Temp_avg_Week3	e8457b9a0302a3045b3495a34051ffff	0.276165769	0.010462209	Caulobacterales	Climatic_conditions	Positive
Manganese	2868504426c363f524c327b0e56970f2	0.276761619	0.010462209	Sphingomonadales	Soil_properties	Positive
Wind_low_Week1	fdd7bcd4945ae476bca599d77cfc0fa9	0.277107562	0.010462209	Helotiales	Climatic_conditions	Positive
Wind_low_Week4	19af4c7809c3faa8e8280eb594dbb813	0.277165123	0.010462209	Helotiales	Climatic_conditions	Positive
Wind_low_Week4	21cef2c0d1192f6e49232cd9c6561d43	0.277165123	0.010462209	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week4	8cfc98fcbddbe84d5d1511199aa1d6b3	0.277165123	0.010462209	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week4	db34fcdbed7c459955c2d3f74a53085c	0.277165123	0.010462209	Burkholderiales	Climatic_conditions	Positive
Temp_high_Week3	56b17ee22867f28d69ceed6536bce3f4	0.277369711	0.010462209	Hypocreales	Climatic_conditions	Positive
Dewpoint_low_Week2	50ee5210101b497e37beb9864a259692	0.277458539	0.010462209	Burkholderiales	Climatic_conditions	Positive
Manganese	9a1dbcd6ff86bbcd2f3c1bcf7219d708	0.277476209	0.010462209	Sphingomonadales	Soil_properties	Positive
Calcium	d45cf3f41f811bf6321587e04b1c4693	0.27847402	0.009855639	Rhizobiales	Soil_properties	Positive
Temp_low_Week1	5aa3528d65438865533b7bdd1bf19228	0.27879447	0.009629156	Burkholderiales	Climatic_conditions	Positive
Wind_high_Week1	b505de33483238c8f8a596ffb3f1bcac	0.278854552	0.009605269	Sphingomonadales	Climatic_conditions	Positive
Dewpoint_low_Week2	59f0e1cbf8a77b9c0e14f3f75f77673d	0.278888821	0.009590284	Burkholderiales	Climatic_conditions	Positive
Temp_avg_Week1	59f0e1cbf8a77b9c0e14f3f75f77673d	0.278988285	0.009528082	Burkholderiales	Climatic_conditions	Positive
Manganese	aae8eb63402e9d7e63bd3c0732e92ddf	0.279558318	0.009152837	Sphingomonadales	Soil_properties	Positive
Manganese	d9861545e3713fb41c6e66a8eacfd3b4	0.279581732	0.00914609	Microtrichales	Soil_properties	Positive
Wind_low_Week4	655c995a65e3e72c2d0989e1e3ea6dff	0.279585779	0.00914609	Propionibacteriales	Climatic_conditions	Positive
Pressure_high_Week4	3e1119b573f36af9a133b0cbfc9e80a7	0.279613026	0.009143435	Hypocreales	Climatic_conditions	Positive
Humidity_low_Week1	8aed870ab19e643617d65fc44f917fb7	0.279672887	0.009111422	Rhizobiales	Climatic_conditions	Positive
Humidity_avg_Week3	f920c3503284689300f54fbc9d9f4abc	0.279910424	0.008957539	Rhizobiales	Climatic_conditions	Positive
Precipitation_Week1	b70c88f2499f1e679b870ab275fc6a42	0.280069999	0.008858597	Sphingomonadales	Climatic_conditions	Positive
Precipitation_Week2	b70c88f2499f1e679b870ab275fc6a42	0.280069999	0.008858597	Sphingomonadales	Climatic_conditions	Positive
Precipitation_Week3	b70c88f2499f1e679b870ab275fc6a42	0.280069999	0.008858597	Sphingomonadales	Climatic_conditions	Positive
Precipitation_Week4	b70c88f2499f1e679b870ab275fc6a42	0.280069999	0.008858597	Sphingomonadales	Climatic_conditions	Positive
Dewpoint_low_Week4	343dbf855afaac8caca3bcc4cc2b4e2f	0.280252956	0.008772731	Burkholderiales	Climatic_conditions	Positive
Wind_high_Week2	687d21e3c157c639ce64426cef257f25	0.280355859	0.008740992	Rhizobiales	Climatic_conditions	Positive
Organic_carbon	bb55592c60980bda3881288652a69306	0.280821621	0.008453494	Pleosporales	Soil_properties	Positive
Wind_low_Week1	5d58beca560a28e01d45b816381042e2	0.280880613	0.008424398	Helotiales	Climatic_conditions	Positive
Wind_low_Week3	8af6b32886132c39b5cacac32d461a74	0.280985988	0.00836568	Pleosporales	Climatic_conditions	Positive
Soil_organic_matter	bb55592c60980bda3881288652a69306	0.281070467	0.008320644	Pleosporales	Soil_properties	Positive
pH	2daa1492393523f7253ea8f907bfa0a0	0.281496132	0.008071032	Sphingomonadales	Soil_properties	Positive
Temp_high_Week1	1e66d98a0dd0b8a765071507f5d576a5	0.281864824	0.007871234	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week4	07029c5f87c7ca90410de694e3f70242	0.282006435	0.007794482	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week4	1bde05a8dfbbeb8d70accba16af20b60	0.282006435	0.007794482	Hypocreales	Climatic_conditions	Positive
Wind_low_Week4	af957e3ecec3685a94cd53edf634a89a	0.282006435	0.007794482	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week4	fabb791fb034cfe1dfe1693b9b9f809b	0.282006435	0.007794482	Caulobacterales	Climatic_conditions	Positive
Temp_high_Week1	1cfed5ec88a3950b146bd54d22797e37	0.282247783	0.007692503	Hypocreales	Climatic_conditions	Positive
Humidity_avg_Week1	f78ba5c82c54c4d3776dda17c1dd091a	0.282261966	0.007692404	Sphingomonadales	Climatic_conditions	Positive
Manganese	2d6f48fcd6b9ef262a0f5dfb8e79c87c	0.28281699	0.007402774	Sphingomonadales	Soil_properties	Positive
Temp_avg_Week1	bbc876ca34b0b12de4ea6069652e43a8	0.282889573	0.007369479	Hypocreales	Climatic_conditions	Positive
Dewpoint_high_Week1	a96078b17eb82a36a9f89d8b4c0441b4	0.283119435	0.007263687	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	01c66c7d159e4c70c7afd147c6f9b91f	0.283210299	0.007223663	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	0394c12304fa6ae6039aa3ff4bbe87fd	0.283210299	0.007223663	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	0482da6f993173f5ff7d06c72fdf24b1	0.283210299	0.007223663	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	05028c869f89213ef72c0876eb864844	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	068b47a04ad82e160325169aa91da316	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	083611ec0493ece843bfcf8fa6835761	0.283210299	0.007223663	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	1d7184dcf1598afa7dea3a72c14eca2d	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	2264e10c146c8e45fb0813bf370f785d	0.283210299	0.007223663	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	25d4dd160c435302598f6c6c92ddb638	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	267c8bc31832647ae9579dd962d2a802	0.283210299	0.007223663	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	2916609e1bcf9833899c481fe7e6cdf0	0.283210299	0.007223663	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	2a485da6c1b09931df6108bb3855510d	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	2bc9d7a3f14fa6dba941ea5757856a89	0.283210299	0.007223663	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	2d3a5e16c042b2e0f87292df3bc117bc	0.283210299	0.007223663	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	2e3ef616be0be750228150ae225cd37c	0.283210299	0.007223663	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	2e644c154c0ec13d939d7a7889b7aba8	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	31760c2669876dd822cd21907d920ad6	0.283210299	0.007223663	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	32a685d13af6addf41eac32de887438a	0.283210299	0.007223663	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	33c4c2803dba5f96713019176924031e	0.283210299	0.007223663	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	34b03d9ee9038258853360bea80739a6	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	35a06f2479693d0b624382287704ed47	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	3815fa117b7c7754a010eacf5821548e	0.283210299	0.007223663	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	3b46115f3d8c884139f1a70aef3b4ef3	0.283210299	0.007223663	Hypocreales	Climatic_conditions	Positive
Wind_low_Week2	3bcbaa0f4a5b08812bdce36e1d49e291	0.283210299	0.007223663	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	3fa1095ab63d81de8e36de031d172eb2	0.283210299	0.007223663	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	3fd9406ccc8fa6359c516952a2f7b394	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	468d5539dc64f08c5c41cd5bff34a4ff	0.283210299	0.007223663	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	4864be9552b134e98e01daebe3fa3ea0	0.283210299	0.007223663	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	4999187a9457ad0a554f4d8b6b722903	0.283210299	0.007223663	Hypocreales	Climatic_conditions	Positive
Wind_low_Week2	6a96bfbc584a5ec5666977f3a04952ad	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	6d5433282bf1ae709d3372acf8319c1b	0.283210299	0.007223663	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	6de1ce4c1acfafb46d43727995a362c6	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	7153c03ad80b0ed91ff346b0a5af2dba	0.283210299	0.007223663	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	749c68c0264167608d4166f1c94e7c82	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	77beced9ba3c6bed759a06ae5798df18	0.283210299	0.007223663	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	7918cdfbbfb873e6da4bdd565ffd5efb	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	79c4f2a6b394a1527e99928748e1e34f	0.283210299	0.007223663	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week2	7b0453ac70e2f4a5ba4c316098c61691	0.283210299	0.007223663	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	7bcc4e2cce286dd782ea2e53be64df9d	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	7d385238e6038c593f28d297d4bb181d	0.283210299	0.007223663	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	826c0f813e9a355ba848b82c8f5561cb	0.283210299	0.007223663	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	85c055f7ef3ddd4f8cd6a9242be616ef	0.283210299	0.007223663	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	88a30f70ae6b4c2495401c55d5b854c6	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	8d70a72a77e4160847b85117a3a3635a	0.283210299	0.007223663	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	8e5c8c76e7e5253e999bfc4127d4dfe7	0.283210299	0.007223663	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	8ef40fc57d89274e6db256e2d00b37de	0.283210299	0.007223663	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	8f1a48482221a2c9da834c6e8787a3df	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	96782dec0da7ead487996a13f2cec604	0.283210299	0.007223663	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	9e02169c522cb9fce0f72eb6375e4e9a	0.283210299	0.007223663	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	9ff4c38478bbaf1c65722f295b72c096	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	a40d021aff664a62b3678c1c04170925	0.283210299	0.007223663	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	a92564568af4fc4fd12a3b760a7c6d1c	0.283210299	0.007223663	Microtrichales	Climatic_conditions	Positive
Wind_low_Week2	af39d2b2ce284eaa6bd1c584cd4de1b8	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	af528bf27ad72c1675b06e7c193c8e62	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	af84482096259d7736b59cbbabd8a3c1	0.283210299	0.007223663	Microtrichales	Climatic_conditions	Positive
Wind_low_Week2	b1a9aaa6fe0c480ffda38556ed374948	0.283210299	0.007223663	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	b6638784fcb5c6efacaef5958f5b443b	0.283210299	0.007223663	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	b8cca86f8d3b8d360ed8be0b88f89720	0.283210299	0.007223663	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	b8e83b10084bf23014aceebdfc50ccb8	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	bc401ce8068af4b679514239f84ad047	0.283210299	0.007223663	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	bdeb4cf9bcacd17c0c18590b0bd03d5e	0.283210299	0.007223663	Microtrichales	Climatic_conditions	Positive
Wind_low_Week2	c0b1d68aeb46aca90b9aff1833d2e1b0	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	c1d09e578db24c451234d9247e8d087d	0.283210299	0.007223663	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	c428f12429bdecdc908175af7e0d8422	0.283210299	0.007223663	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	ca4f05dd03eae3dbee95aebb53cae91e	0.283210299	0.007223663	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	ca82948a4a09593a8bfbc0524453a4a7	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	cd1aee8e04c6a935408d9c0639cf7b4f	0.283210299	0.007223663	Helotiales	Climatic_conditions	Positive
Wind_low_Week2	d2300503e87dfcfe66e1bb38669cedda	0.283210299	0.007223663	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	dbeb7eaafedf6e38d796ac35ae5403e5	0.283210299	0.007223663	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	dc8da9dbe86ac8dbf77717b1155ed822	0.283210299	0.007223663	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	dcb4673d41427d535c8e33a8b0be361e	0.283210299	0.007223663	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	eadfafba761c1026711cbad9ecbc53ca	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	ed9366e9039f926ff48e81fe12a9f09d	0.283210299	0.007223663	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	eda9e4eedc2dbdb8179f9fac3735897d	0.283210299	0.007223663	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	efdaa2acb2d4e4eef09ae83a75845303	0.283210299	0.007223663	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	f0eaefe20e79697ad54bb58376824166	0.283210299	0.007223663	Hypocreales	Climatic_conditions	Positive
Wind_low_Week2	f39b1e10d7cd1747bea3c7f4b5f355e0	0.283210299	0.007223663	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	f473f11a9dad679f8e8f9e6cbfff2175	0.283210299	0.007223663	Rhizobiales	Climatic_conditions	Positive
